category,english,kanji,kana
Love and Marriage ❤,love at first sight,一目ぼれ,いちもくぼれ
Love and Marriage ❤,the couple,カップル,かっぷる
Love and Marriage ❤,the speech,スピーチ,すぴーち
Love and Marriage ❤,the wedding cake,ウエディングケーキ,うえでぃんぐけーき
Love and Marriage ❤,the guest,ゲスト,げすと
Love and Marriage ❤,the marriage,結婚,けっこん
Love and Marriage ❤,the bow tie,蝶ネクタイ,ちょうねくたい
Love and Marriage ❤,the partner,パートナー,ぱーとなー
Love and Marriage ❤,the tuxedo,タキシード,たきしーど
Love and Marriage ❤,the honeymoon trip,新婚旅行,しんこんりょこう
Love and Marriage ❤,the alliance,同盟,どうめい
Love and Marriage ❤,the ring,リング,りんぐ
Love and Marriage ❤,the engagement ring,婚約指輪,こんやくゆびわ
Love and Marriage ❤,the town hall,市庁舎,しちょうしゃ
Love and Marriage ❤,the ceremony,式典,しきてん
Love and Marriage ❤,the tie,ネクタイ,ねくたい
Love and Marriage ❤,the maid of honor,名誉の女中,めいよのじょちゅう
Love and Marriage ❤,the hug,抱擁,ほうよう
Love and Marriage ❤,the love story,ラブストーリー,らぶすとーりー
Love and Marriage ❤,the love letter,ラブレター,らぶれたー
Love and Marriage ❤,the church,教会,きょうかい
Love and Marriage ❤,the wedding dress,ウェディングドレス,うぇでぃんぐどれす
Love and Marriage ❤,the surprise,驚き,おどろき
Love and Marriage ❤,to marry,結婚する,けっこんする
Love and Marriage ❤,to divorce,離婚する,りこんする
Love and Marriage ❤,to be in love,恋に落ちる,こいにおちる
Love and Marriage ❤,to be engaged,従事する,じゅうじする
Love and Marriage ❤,to make love,愛し合う,いとしあう
Love and Marriage ❤,to flirt,いちゃつく,いちゃつく
Love and Marriage ❤,seduce,誘惑する,ゆうわくする
Love and Marriage ❤,to sign,署名する,しょめいする
Love and Marriage ❤,to fall in love,恋に落ちる,こいにおちる
"Trees, plants and gardening",grass,草,くさ
"Trees, plants and gardening",the bee,ミツバチ,みつばち
"Trees, plants and gardening",the apricot tree,アプリコットの木,あぷりこっとのき
"Trees, plants and gardening",the tree,木,き
"Trees, plants and gardening",the fruit tree,果樹,かじゅ
"Trees, plants and gardening",the watering can,じょうろ,じょうろ
"Trees, plants and gardening",the artichoke,アーティチョーク,あーてぃちょーく
"Trees, plants and gardening",asparagus,アスパラガス,あすぱらがす
"Trees, plants and gardening",the eggplant,なす,なす
"Trees, plants and gardening",the bark,樹皮,じゅひ
"Trees, plants and gardening",the spinach,ほうれん草,ほうれんくさ
"Trees, plants and gardening",the thorn,とげ,とげ
"Trees, plants and gardening",the maple,もみじ,もみじ
"Trees, plants and gardening",the hydrangea,あじさい,あじさい
"Trees, plants and gardening",the carnation,カーネーション,かーねーしょん
"Trees, plants and gardening",the onion,オニオン,おにおん
"Trees, plants and gardening",the orange tree,オレンジの木,おれんじのき
"Trees, plants and gardening",the orchid,蘭,らん
"Trees, plants and gardening",the elm,ニレ,にれ
"Trees, plants and gardening",the tool,ツール,つーる
"Trees, plants and gardening",the bay,湾,わん
"Trees, plants and gardening",the spade,スペード,すぺーど
"Trees, plants and gardening",the beet,ビート,びーと
"Trees, plants and gardening",the branch,ブランチ,ぶらんち
"Trees, plants and gardening",the wheelbarrow,手押し車,ておししくるま
"Trees, plants and gardening",the campanule,カンパニュール,かんぱにゅーる
"Trees, plants and gardening",the carrot,人参,にんじん
"Trees, plants and gardening",the chrysanthemum,菊,きく
"Trees, plants and gardening",the shear,剪断機,せんだんき
"Trees, plants and gardening",the pumpkin,カボチャ,かぼちゃ
"Trees, plants and gardening",the closure,閉鎖,へいさ
"Trees, plants and gardening",the zucchini,ズッキーニ,ずっきーに
"Trees, plants and gardening",the culture,文化,ぶんか
"Trees, plants and gardening",the sheet,シート,しーと
"Trees, plants and gardening",the flower,花,はな
"Trees, plants and gardening",the forest,森,もり
"Trees, plants and gardening",the rainforest,熱帯雨林,ねったいうりん
"Trees, plants and gardening",the fern,シダ,しだ
"Trees, plants and gardening",the fork,フォーク,ふぉーく
"Trees, plants and gardening",the seed,種,たね
"Trees, plants and gardening",the wasp,ハチ,はち
"Trees, plants and gardening",the hedge,ヘッジ,へっじ
"Trees, plants and gardening",the hyacinth,ヒヤシンス,ひやしんす
"Trees, plants and gardening",the daffodil,水仙,すいせん
"Trees, plants and gardening",lettuce,レタス,れたす
"Trees, plants and gardening",the daisy,デイジー,でいじー
"Trees, plants and gardening",the lawn,芝生,しばふ
"Trees, plants and gardening",the peony,牡丹,ぼたん
"Trees, plants and gardening",the plant,植物,しょくぶつ
"Trees, plants and gardening",the rain,雨,あめ
"Trees, plants and gardening",the root,その根,そのね
"Trees, plants and gardening",the harvest,収穫,しゅうかく
"Trees, plants and gardening",the rose,バラ,ばら
"Trees, plants and gardening",the dew,露,つゆ
"Trees, plants and gardening",the salad,サラダ,さらだ
"Trees, plants and gardening",the greenhouse,温室,おんしつ
"Trees, plants and gardening",the tomato,トマト,とまと
"Trees, plants and gardening",the lawn mower,芝刈り機,しばかりりき
"Trees, plants and gardening",the tulip,チューリップ,ちゅーりっぷ
"Trees, plants and gardening",the banana tree,バナナの木,ばななのき
"Trees, plants and gardening",the bench,ベンチ,べんち
"Trees, plants and gardening",the wood,木材,もくざい
"Trees, plants and gardening",the birch tree,白樺の木,しらかばのき
"Trees, plants and gardening",the bud,つぼみ,つぼみ
"Trees, plants and gardening",the broccoli,ブロッコリー,ぶろっこりー
"Trees, plants and gardening",the boxwood,ツゲの木,つげのき
"Trees, plants and gardening",the bush,ブッシュ,ぶっしゅ
"Trees, plants and gardening",the bulb,電球,でんきゅう
"Trees, plants and gardening",the cactus,サボテン,さぼてん
"Trees, plants and gardening",the celery,セロリ,せろり
"Trees, plants and gardening",the cherry tree,さくら,さくら
"Trees, plants and gardening",the fungus,真菌,しんきん
"Trees, plants and gardening",the way,道,みち
"Trees, plants and gardening",the oak,オーク,おーく
"Trees, plants and gardening",the honeysuckle,スイカズラ,すいかずら
"Trees, plants and gardening",the cabbage,キャベツ,きゃべつ
"Trees, plants and gardening",the cauliflower,カリフラワー,かりふらわー
"Trees, plants and gardening",the lemon tree,レモンの木,れもんのき
"Trees, plants and gardening",the compost,堆肥,たいひ
"Trees, plants and gardening",the cucumber,きゅうり,きゅうり
"Trees, plants and gardening",the poppy,ケシ,けし
"Trees, plants and gardening",the foliage,葉,は
"Trees, plants and gardening",the fig tree,イチジクの木,いちじくのき
"Trees, plants and gardening",the bean,豆,まめ
"Trees, plants and gardening",the beech,ブナ,ぶな
"Trees, plants and gardening",the holly,ヒイラギ,ひいらぎ
"Trees, plants and gardening",the garden,庭,にわ
"Trees, plants and gardening",the gardening,ガーデニング,がーでにんぐ
"Trees, plants and gardening",the gardener,庭師,にわし
"Trees, plants and gardening",the ivy,ツタ,つた
"Trees, plants and gardening",the lilac,ライラック,らいらっく
"Trees, plants and gardening",the lily,ゆり,ゆり
"Trees, plants and gardening",the corn,トウモロコシ,とうもろこし
"Trees, plants and gardening",the chestnut tree,栗の木,くりのき
"Trees, plants and gardening",the turnip,カブ,かぶ
"Trees, plants and gardening",drown him,彼を溺れさせる,かれをおぼれさせる
"Trees, plants and gardening",the palm tree,ヤシの木,やしのき
"Trees, plants and gardening",the flower bed,花壇,かだん
"Trees, plants and gardening",fish it,それを釣る,それをつる
"Trees, plants and gardening",the parsley,パセリ,ぱせり
"Trees, plants and gardening",the poplar,ポプラ,ぽぷら
"Trees, plants and gardening",the pine,松,まつ
"Trees, plants and gardening",the dandelion,タンポポ,たんぽぽ
"Trees, plants and gardening",the plane tree,飛行機の木,ひこうきのき
"Trees, plants and gardening",the leek,ネギ,ねぎ
"Trees, plants and gardening",the pear tree,梨の木,なしのき
"Trees, plants and gardening",the apple tree,りんごの木,りんごのき
"Trees, plants and gardening",the flower pot,フラワーポット,ふらわーぽっと
"Trees, plants and gardening",the spring,春,はる
"Trees, plants and gardening",the radishes,大根,だいこん
"Trees, plants and gardening",the rake,レーキ,れーき
"Trees, plants and gardening",the rose bush,バラの茂み,ばらのしげみ
"Trees, plants and gardening",the weeping willow,しだれ柳,しだれやなぎ
"Trees, plants and gardening",the secateurs,剪定はさみ,せんていはさみ
"Trees, plants and gardening",the ground,地面,じめん
"Trees, plants and gardening",the earth,地球,ちきゅう
"Trees, plants and gardening",the sun,太陽,たいよう
"Trees, plants and gardening",the soil,土壌,どじょう
"Trees, plants and gardening",the lime tree,ライムの木,らいむのき
"Trees, plants and gardening",the sunflower,ひまわり,ひまわり
"Trees, plants and gardening",the tree trunk,木の幹,きのかん
"Trees, plants and gardening",the garden hose,庭のホース,にわのほーす
"Trees, plants and gardening",the worm,ワーム,わーむ
"Trees, plants and gardening",the orchard,果樹園,かじゅえん
"Trees, plants and gardening",the vineyard,ぶどう畑,ぶどうはたけ
"Trees, plants and gardening",the leaves,葉,は
"Trees, plants and gardening",the flowers grow,花が育つ,はながそだつ
"Trees, plants and gardening",the gloves,手袋,てぶくろ
"Trees, plants and gardening",the green beans,緑色の豆,りょくしょくのまめ
"Trees, plants and gardening",the vegetables,野菜,やさい
"Trees, plants and gardening",the lenses,レンズ,れんず
"Trees, plants and gardening",the weeds,雑草,ざっそう
"Trees, plants and gardening",the garden tools,園芸工具,えんげいこうぐ
"Trees, plants and gardening",the peas,エンドウ豆,えんどうまめ
"Trees, plants and gardening",chickpeas,ヒヨコマメ,ひよこまめ
"Trees, plants and gardening",the garden shed,庭の小屋,にわのこや
"Trees, plants and gardening",weed,雑草,ざっそう
"Trees, plants and gardening",water the flowers,花に水をやる,はなにみずをやる
"Trees, plants and gardening",picking flowers,花摘み,はなつみ
